country,code,year,percent_migrant,percent_f_migrant,total_refugees,total_pop,percent_refugees,immigrants,emigrants,net_migration
Macau SAR China,446,1995,58.3,53.9,0,0.385513,0,209943,98093,290.13
Madagascar,450,1995,0.2,43.8,0,13.4754,0,15499,67333,-3.85
Malawi,454,1995,2.5,51.9,1018,9.844415,0.41,189007,150826,3.88
Malaysia,458,1995,4.6,42.9,23323,20.487607,2.47,843822,863664,-0.97
Maldives,462,1995,7.3,50.1,0,0.254139,0,17826,1688,63.5
Mali,466,1995,1.8,48.4,17916,9.585653,10.38,157515,820613,-69.18
Malta,470,1995,4.7,52.8,416,0.376896,2.35,17594,109850,-244.78
Martinique,474,1995,12.6,52.2,0,0.368732,0,44999,12602,87.86
Mauritania,478,1995,3.9,47.5,34394,2.31363,38.12,88054,151715,-27.52
Mauritius,480,1995,0.7,56.9,0,1.128673,0,6936,114074,-94.92
Mexico,484,1995,0.5,49.9,38717,91.663285,8.45,456661,6949297,-70.83
Monaco,492,1995,68.6,52.7,0,0.030716,0,11581,4790,221.09
Mongolia,496,1995,0.3,46.7,0,2.29802,0,6653,27694,-9.16
Moldova,498,1995,8.5,57.7,0,4.340597,0,355699,620036,-60.9
Montenegro,499,1995,,,,0.620418,0,0,144640,-233.13
Montserrat,500,1995,16.4,48.8,0,0.009848,0,1325,11591,-1042.45
Morocco,504,1995,0.2,47.8,55,26.99425,0.1,40348,1884066,-68.3
Mozambique,508,1995,1.1,45.8,128,15.483286,0.08,156451,812715,-42.39
Oman,512,1995,24.5,22.6,0,2.204277,0,521084,13862,230.11
Namibia,516,1995,7.1,46.9,1682,1.627865,1.46,112236,28224,51.61
Nauru,520,1995,24.5,46.4,0,0.010628,0,2400,1514,83.36
Nepal,524,1995,3.2,68.5,124754,21.576071,18.07,651911,856036,-9.46
Netherlands,528,1995,8.7,50.4,79960,15.467851,5.94,1343094,734149,39.37
Curaçao,531,1995,,,,0.143882,0,0,50014,-347.6
Aruba,533,1995,27.7,55.2,0,0.080324,0,19002,10747,102.77
Sint Maarten,534,1995,,,,0.03116,0,0,17215,-552.47
Caribbean Netherlands,535,1995,22.2,55.4,0,0.015107,0,41264,3739,2483.95
New Caledonia,540,1995,22.6,45.2,0,0.193293,0,40990,4603,188.25
Vanuatu,548,1995,1.5,47.4,0,0.168158,0,1451,5797,-25.84
New Zealand,554,1995,16,50.9,3758,3.674936,0.64,555116,417098,37.56
Nicaragua,558,1995,0.6,49.8,577,4.652185,2.07,25561,438387,-88.74
Niger,562,1995,1.5,52.2,27622,9.490288,19.4,136035,177073,-4.32
Nigeria,566,1995,0.4,44.3,8118,107.948335,1.88,361537,524591,-1.51
Niue,570,1995,22.2,46.5,0,0.002165,0,414,5574,-2383.37
Norway,578,1995,5.3,49.8,47607,4.366995,20.57,223951,151368,16.62
Northern Mariana Islands,580,1995,70.6,51.1,0,0.04587,0,31106,2654,620.27
Micronesia (Federated States of),583,1995,3.1,36.6,0,0.107529,0,1127,12139,-102.41
Marshall Islands,584,1995,2.9,38.1,0,0.050457,0,1305,4154,-56.46
Palau,585,1995,27.7,40.9,0,0.017164,0,4568,2845,100.38
Pakistan,586,1995,3,46.8,1202493,123.776839,32.38,3665602,3345394,2.59
Panama,591,1995,2.6,48.1,867,2.739668,1.22,70440,133405,-22.98
Papua New Guinea,598,1995,0.6,40.8,9601,5.18706,30.85,31809,4063,5.35
Paraguay,600,1995,3.9,47.5,60,4.776843,0.03,181196,336064,-32.42
Peru,604,1995,0.2,50.5,610,24.29916,1.26,55861,509283,-18.66
Philippines,608,1995,0.3,48.1,783,69.784088,0.37,172845,2508005,-33.46
Poland,616,1995,2.5,58.1,600,38.458638,0.06,918272,1776628,-22.32
Portugal,620,1995,5.3,51.3,248,10.091325,0.05,528127,1919002,-137.83
Guinea-Bissau,624,1995,2.6,50.5,15350,1.088854,54.22,26883,67151,-36.98
Timor-Leste,626,1995,1.2,51.1,,0.844334,,8570,79050,-83.47
Puerto Rico,630,1995,9.5,52.5,0,3.567696,0,328497,1406262,-302.09
Qatar,634,1995,70.4,25.4,0,0.513442,0,353830,13329,663.17
Réunion,638,1995,11.5,47.2,0,0.673541,0,64982,2624,92.58
Romania,642,1995,0.6,55.2,194,22.964754,0.14,126176,977495,-37.07
Russia,643,1995,8,50.3,0,148.227466,0,11920139,11621262,2.02
Rwanda,646,1995,3.7,49.1,7792,5.836495,3.61,201277,2060366,-318.53
St. Helena,654,1995,1.9,40.2,0,0.006247,0,104,2371,-362.89
St. Kitts & Nevis,659,1995,10.1,48.3,0,0.042074,0,2014,25986,-569.76
Anguilla,660,1995,33.6,52.2,0,0.009866,0,2450,2566,-11.76
St. Lucia,662,1995,4.9,50.2,3,0.14687,0.04,4798,30705,-176.39
St. Pierre & Miquelon,666,1995,20.7,48.3,0,0.006392,0,1147,479,104.51
St. Vincent & Grenadines,670,1995,3.8,51.4,0,0.108035,0,3874,45751,-387.62
San Marino,674,1995,14.1,47,0,0.025928,0,3554,2460,42.19
São Tomé & Príncipe,678,1995,3.7,48.4,0,0.131678,0,4846,19272,-109.56
Saudi Arabia,682,1995,27.5,33.3,13169,18.638787,0.26,4950773,131016,258.59
Senegal,686,1995,3.3,48.8,66769,8.690164,23.28,250568,359074,-12.49
Serbia,688,1995,8.3,55.2,650700,9.884147,79.32,659705,914112,-25.74
Seychelles,690,1995,6.7,41.3,0,0.076649,0,4514,27798,-303.77
Sierra Leone,694,1995,2.3,43.2,4675,4.303957,4.72,97491,457828,-83.72
Singapore,702,1995,28.1,54,112,3.525969,0.01,793855,168141,177.46
Slovakia,703,1995,1.3,56,2339,5.37547,3.35,69264,191650,-22.77
Vietnam,704,1995,0.1,45,34400,74.910461,45.92,49803,1571732,-20.32
Slovenia,705,1995,8.8,48.3,22314,1.991131,12.73,170748,108668,31.18
Somalia,706,1995,0.3,47.3,626,7.491637,2.79,18044,968967,-126.93
South Africa,710,1995,2.4,39.1,101408,41.435758,10.2,953701,386225,13.7
Zimbabwe,716,1995,3.8,43,514,11.410714,0.12,393451,288001,9.24
Spain,724,1995,2.6,51.1,5852,39.787419,0.57,1012489,1362439,-8.8
South Sudan,728,1995,,,,5.118083,0,0,438044,-85.59
Sudan,729,1995,3.6,50.1,674071,24.094747,77.71,1019543,775379,10.13
Western Sahara,732,1995,1.2,44.8,0,0.255634,0,2865,167148,-642.65
Suriname,740,1995,5.1,45.8,50,0.441851,0.22,13070,193707,-408.82
Swaziland,748,1995,3.8,46.8,712,0.926841,2.02,28141,30342,-2.37
Sweden,752,1995,10.6,51.8,199212,8.83642,21.27,854689,226803,71.06
Switzerland,756,1995,21.1,48,82943,6.995521,5.62,1312818,340103,139.05
Syria,760,1995,5.8,49.1,363644,14.345492,43.71,292985,662477,-25.76
Tajikistan,762,1995,6,56.4,620,5.76481,0.18,347871,555428,-36
Thailand,764,1995,1.4,47.4,106565,59.467274,12.8,809682,417273,6.6
Togo,768,1995,2.4,50.1,10876,4.226291,10.72,90722,309627,-51.8
Tokelau,772,1995,17.5,44.7,0,0.001517,0,243,1810,-1032.96
Tonga,776,1995,3.4,47.5,0,0.095976,0,928,38343,-389.84
Trinidad & Tobago,780,1995,3.7,53.7,0,1.2542,0,42344,251244,-166.56
United Arab Emirates,784,1995,75.5,28.2,407,2.41509,0.02,1781444,97971,697.06
Tunisia,788,1995,0.4,49.7,199,9.125398,0.55,31851,476954,-48.78
Turkey,792,1995,2.1,51.2,12841,58.486456,1.05,1071547,2771722,-29.07
Turkmenistan,795,1995,6.5,51.7,23323,4.207841,8.53,271840,243524,6.73
Turks & Caicos Islands,796,1995,43.4,48.2,0,0.016216,0,5901,1535,269.24
Tuvalu,798,1995,2.8,43.7,0,0.009298,0,180,2738,-275.11
Uganda,800,1995,3,49.2,229350,20.413152,37.45,588222,361975,11.08
Ukraine,804,1995,12.1,57.2,5193,50.903785,0.08,5774245,5606432,3.3
Macedonia,807,1995,5.5,58.3,9048,1.983252,8.29,107917,492304,-193.82
Egypt,818,1995,0.3,47,5407,62.334034,2.89,157862,1492244,-21.41
United Kingdom,826,1995,7.2,52.4,90909,57.932453,2.18,4116655,3660393,7.88
"",830,1995,42.2,53,0,0.143484,0,,,
Isle of Man,833,1995,51.1,52.4,0,0.072131,0,35044,9003,361.02
Tanzania,834,1995,3.7,50.5,829671,29.649135,75.63,1100291,229169,29.38
United States,840,1995,10.7,50.7,623294,265.163745,2.2,26593925,1839745,93.35
U.S. Virgin Islands,850,1995,50.5,52.5,0,0.107392,0,48707,3139,424.31
Burkina Faso,854,1995,4.6,51.9,29777,10.089878,6.42,435776,1215666,-77.29
Uruguay,858,1995,2.9,53.5,132,3.224281,0.14,86635,233993,-45.7
Uzbekistan,860,1995,6.6,56.5,2627,22.791026,0.17,1433906,1515753,-3.59
Venezuela,862,1995,4.7,49.7,1613,21.931084,0.16,1018672,242811,35.38
Wallis & Futuna,876,1995,12,48.8,0,0.014149,0,1668,6943,-372.82
Samoa,882,1995,2.8,47.8,0,0.170054,0,4410,81952,-455.98
Yemen,887,1995,0.9,43,53453,14.913315,39.82,104345,486249,-25.61
Zambia,894,1995,2.7,48.7,129965,9.096607,52.92,232462,140898,10.07
Afghanistan,4,2000,0.4,43.6,0,20.779953,0,60918,4606374,-218.74
Albania,8,2000,2.5,53.1,528,3.129243,0.67,68202,824413,-241.66
Algeria,12,2000,0.8,45.2,167453,31.042235,67.43,241786,1038048,-25.65
American Samoa,16,2000,43.1,48.2,0,0.057821,0,24115,3186,361.96
Andorra,20,2000,64.5,47.6,0,0.06539,0,41238,5624,544.64
Angola,24,2000,0.3,49.3,12579,16.395473,25.57,38485,913314,-53.36
Antigua & Barbuda,28,2000,30.4,55.3,0,0.076016,0,22746,33847,-146.04
Azerbaijan,31,2000,4,56.9,54663,8.122741,16.82,325050,1628482,-160.47
Argentina,32,2000,4.2,53.4,2371,36.870787,0.15,1459713,555587,24.52
Australia,36,2000,23.1,50.1,71246,18.991431,1.62,4335690,385120,208.02
Austria,40,2000,12.3,52,48787,8.069276,4.92,996547,478831,64.16
Bahamas,44,2000,12.2,46.7,100,0.298051,0.28,36041,34441,5.37
Bahrain,48,2000,36,30.9,1,0.664611,0,232683,47738,278.28
Bangladesh,50,2000,0.8,46.2,21919,127.657854,2.15,859424,5442722,-35.9
Armenia,51,2000,21.4,58.9,280591,3.069591,42.71,620651,876470,-83.34
Barbados,52,2000,10.5,56.4,0,0.271515,0,21831,95453,-271.15
Belgium,56,2000,12.3,49.8,18832,10.282033,1.49,1175703,400064,75.44
Bermuda,60,2000,27.2,51.7,0,0.065012,0,16930,14084,43.78
Bhutan,64,2000,5.4,18.5,0,0.591021,0,29673,120187,-153.15
Bolivia,68,2000,1.1,48.6,354,8.418264,0.38,91453,344713,-30.08
Bosnia & Herzegovina,70,2000,2.2,52.2,38152,3.751176,46.23,81959,1496702,-377.15
Botswana,72,2000,4.6,41.5,3551,1.643334,4.7,48400,26688,13.21
Brazil,76,2000,0.4,46.5,0,174.79034,0,657613,970453,-1.79
Belize,84,2000,14.8,48.9,9812,0.247315,26.81,35321,48213,-52.13
Solomon Islands,90,2000,1,44.1,0,0.41266,0,3711,2728,2.38
British Virgin Islands,92,2000,63.8,50.7,0,0.020311,0,10155,5431,232.58
Brunei,96,2000,28.9,44.1,0,0.333165,0,95333,45242,150.35
Bulgaria,100,2000,0.5,57.9,2790,7.997957,6.98,41598,688832,-80.92
Myanmar (Burma),104,2000,0.2,46.8,0,46.719701,0,85376,1224311,-24.38
Burundi,108,2000,2,51.4,27136,6.378871,21.27,111921,758674,-101.39
Belarus,112,2000,11.4,54.2,869,9.871632,0.08,1123275,1685652,-56.97
Cambodia,116,2000,1.2,51,34,12.155239,0.02,140279,459625,-26.27
Cameroon,120,2000,1.5,45.4,45313,15.513945,19.47,182879,164302,1.2
Canada,124,2000,18,51.8,125154,30.588383,2.27,5504699,1148499,142.41
Cape Verde,132,2000,2.6,47.8,0,0.428188,0,10683,124824,-266.57
Cayman Islands,136,2000,45.3,49.6,0,0.042303,0,19082,1279,420.84
Central African Republic,140,2000,3.4,46.9,55661,3.640427,44.97,87922,55418,8.93
Sri Lanka,144,2000,0.2,45.3,39,18.777601,0.1,38504,981294,-50.21
Chad,148,2000,1.3,46.1,17692,8.355654,16.29,98689,206069,-12.85
Chile,152,2000,1.2,52.2,344,15.342353,0.19,177332,512014,-21.81
China,156,2000,0,50,293705,1312.517292,,389735,5885006,-4.19
Colombia,170,2000,0.3,48.7,235,39.629968,0.2,108894,1436444,-33.5
Comoros,174,2000,2.5,52.8,10,0.542357,0.07,12310,70503,-107.3
Mayotte,175,2000,30.2,48.2,0,0.150331,0,44952,6215,257.68
Congo - Brazzaville,178,2000,9.8,49.9,124068,3.127411,40.48,299391,135247,52.49
Congo - Kinshasa,180,2000,1.6,51,332509,47.105826,44.12,617393,862051,-5.19
Cook Islands,184,2000,15.5,44.3,0,0.01793,0,2703,19481,-935.75
Costa Rica,188,2000,7.8,49.6,6608,3.962372,2.14,300251,105682,49.1
Croatia,191,2000,13.2,53,22437,4.428075,3.84,480163,907454,-96.5
Cuba,192,2000,0.2,56,961,11.12643,4.32,15263,1049761,-92.98
Cyprus,196,2000,8.5,56.6,97,0.94329,0.12,79394,153573,-78.64
Czechia,203,2000,2.1,46,1209,10.289373,0.56,220789,400971,-17.51
Benin,204,2000,2,46.4,3977,6.865951,2.9,121139,328047,-30.14
Denmark,208,2000,6.9,51.5,70021,5.341194,19,371026,218071,28.64
Dominica,212,2000,5.3,47.5,0,0.06965,0,3225,48446,-649.26
Dominican Republic,214,2000,4.2,39.3,510,8.471321,0.14,354141,897785,-64.17
Ecuador,218,2000,1.2,49,958,12.681123,0.63,121958,446391,-25.58
El Salvador,222,2000,0.5,53,42,5.887936,0.14,31586,949270,-155.86
Equatorial Guinea,226,2000,0.7,47,0,0.606181,0,3650,59932,-92.85
Ethiopia,231,2000,0.9,47.3,197959,66.224804,33.21,549918,445891,1.57
Eritrea,232,2000,0.6,47.1,1984,2.292416,14.42,11295,511508,-218.2
Estonia,233,2000,17.8,59.6,2,1.399112,0,248999,141883,76.56
Faroe Islands,234,2000,7.7,46.5,0,0.046735,0,3426,12412,-192.28
Falkland Islands,238,2000,36.9,40.4,0,0.002892,0,1024,1264,-82.99
Fiji,242,2000,1.6,48.1,0,0.811006,0,11120,131917,-148.95
Finland,246,2000,2.6,50.5,13073,5.187954,9.69,134390,316039,-35.01
France,250,2000,10.6,50.7,132508,59.015096,2.12,6278718,1554735,80.05
French Guiana,254,2000,47,49.3,0,0.163165,0,72668,3648,423.01
French Polynesia,258,2000,12.6,42,0,0.240686,0,26321,4305,91.47
Djibouti,262,2000,14,47.3,23257,0.717584,23.15,94491,9055,119.06
Gabon,266,2000,17.5,42.6,21018,1.22836,9.78,208806,18046,155.3
Georgia,268,2000,1.7,56.2,6400,4.362187,8.63,73194,967024,-204.9
Gambia,270,2000,13.9,46.8,12016,1.317703,6.56,177198,45429,100
Palestinian Territories,275,2000,8.5,54.7,1407631,3.224003,513.66,253681,2768020,-779.88
Germany,276,2000,11,49.9,906000,81.400882,10.12,8658910,3235354,66.63
Ghana,288,2000,1,49.2,12991,19.278856,6.74,179184,495900,-16.43
Gibraltar,292,2000,25.9,52,0,0.031077,0,6791,8456,-53.58
Kiribati,296,2000,2.7,48,0,0.084396,0,1804,3991,-25.91
Greece,300,2000,10,49.6,9032,11.082104,0.82,1111661,983006,11.61
Greenland,304,2000,11.8,30.1,0,0.056175,0,6479,13274,-120.96
Grenada,308,2000,6.6,50.4,0,0.102833,0,4355,63904,-579.08
Guadeloupe,312,2000,18.1,52.2,0,0.458413,0,78184,7950,153.21
Guam,316,2000,47.7,48.3,0,0.155329,0,71382,2801,441.52
Guatemala,320,2000,0.4,55.9,726,11.650743,1.56,48056,583020,-45.92
Guinea,324,2000,6.8,50.2,427206,8.24073,76.24,550515,377023,21.05
Guyana,328,2000,1.2,46.4,0,0.746715,0,7580,363434,-476.56
Haiti,332,2000,0.2,44.4,0,8.463806,0,15973,805430,-93.27
Vatican City,336,2000,100,51.7,0,0.000785,0,0,43,-54.78
Honduras,340,2000,0.4,48.8,11,6.574509,0.04,28320,342337,-47.76
Hong Kong SAR China,344,2000,40.4,54.1,979,6.606327,0.04,2305464,687946,244.84
Hungary,348,2000,2.9,53.5,6698,10.220507,2.26,290701,421411,-12.79
Iceland,352,2000,5.7,54.7,249,0.280435,1.56,15892,26184,-36.7
India,356,2000,0.6,48.5,171000,1056.575549,2.7,6372836,7932405,-1.48
Indonesia,360,2000,0.1,47.6,142562,211.513823,67.4,262999,2431466,-10.25
Iran,364,2000,4.3,40.7,1851844,65.623405,65.63,2638875,831372,27.54
Iraq,368,2000,0.9,42.8,127787,23.497585,60.43,188245,1164056,-41.53
Ireland,372,2000,9.3,50.7,14610,3.783103,4.15,350552,819171,-123.87
Israel,376,2000,31.1,53.9,2102,5.94595,0.11,1532124,304861,206.4
Italy,380,2000,3.7,54,6437,56.692178,0.31,2121667,3067571,-16.68
Côte d’Ivoire,384,2000,13.1,44.6,120691,16.454668,5.6,2103321,539243,95.05
Jamaica,388,2000,0.9,49.9,38,2.654701,0.16,22292,858815,-315.11
Japan,392,2000,1.3,52.7,3752,127.524174,0.23,1648768,712768,7.34
Kazakhstan,398,2000,19.3,53.9,20579,14.922719,0.71,2680568,3554491,-58.56
Jordan,400,2000,37.6,49,1571234,5.122493,81.58,1925431,368562,303.93
Kenya,404,2000,2.2,50.1,214819,31.964557,30.55,636140,317453,9.97
North Korea,408,2000,0.2,51,0,22.929075,0,32202,72414,-1.75
South Korea,410,2000,0.5,41.4,52,47.379241,0.02,233371,1952161,-36.28
Kuwait,414,2000,55.1,32.5,2776,2.045123,0.25,1086284,113446,475.69
Kyrgyzstan,417,2000,7.9,58.2,10995,4.920712,2.83,381141,566319,-37.63
Laos,418,2000,0.4,47.3,0,5.3237,0,17760,649288,-118.63
Lebanon,422,2000,18,49,379894,3.842778,54.92,689524,561102,33.42
Lesotho,426,2000,0.3,45.9,1,2.032804,0.02,3699,120575,-57.49
Latvia,428,2000,18,58.7,7,2.384164,0,430178,238691,80.32
Liberia,430,2000,5.3,45.9,69315,2.848456,45.91,135072,248417,-39.79
Libya,434,2000,10.6,35,11543,5.357891,2.03,567436,80036,90.97
Liechtenstein,438,2000,46.7,48.5,70,0.033184,0.45,15389,2690,382.68
Lithuania,440,2000,6.1,53.1,55,3.501839,0.03,203547,348620,-41.43
Luxembourg,442,2000,32,50.4,759,0.436103,0.54,139438,39797,228.48
Macau SAR China,446,2000,56.3,54.6,0,0.427782,0,226329,101637,291.48
Madagascar,450,2000,0.1,43.6,50,15.766806,0.32,17227,77098,-3.8
Malawi,454,2000,2.1,52.1,3900,11.148758,1.67,181962,186231,-0.38
Malaysia,458,2000,6.3,43.8,50487,23.194257,3.46,1337233,1203638,5.76
Maldives,462,2000,9.7,45,0,0.279398,0,26021,1217,88.78
Mali,466,2000,1.7,48.4,8412,10.946445,4.52,138028,772954,-58
Malta,470,2000,5.5,52.2,190,0.393645,0.88,21358,104884,-212.19
Martinique,474,2000,14.1,53.3,0,0.387004,0,52961,14217,100.11
Mauritania,478,2000,2.2,45.7,350,2.630219,0.6,55481,107608,-19.82
Mauritius,480,2000,1.3,63.3,0,1.185145,0,14512,119005,-88.17
Mexico,484,2000,0.5,49.7,18451,98.899845,3.73,536112,9562929,-91.27
Monaco,492,2000,67.8,52,0,0.032147,0,11614,5133,201.61
Mongolia,496,2000,0.3,44.4,0,2.397418,0,7368,30649,-9.71
Moldova,498,2000,5.9,59.2,266,4.202658,0.11,240062,602782,-86.31
Montenegro,499,2000,,,,0.613559,0,0,185958,-303.08
Montserrat,500,2000,24.6,48.6,0,0.004929,0,997,16133,-3070.81
Morocco,504,2000,0.2,48.6,2105,28.793679,3.66,42500,2077160,-70.66
Mozambique,508,2000,1.1,47.3,207,17.711927,0.11,181982,644467,-26.11
Oman,512,2000,27.5,21.7,0,2.267973,0,596366,15628,256.06
Namibia,516,2000,7.6,46,28407,1.794571,20.83,132760,49354,46.48
Nauru,520,2000,23.2,46.4,0,0.010337,0,2206,1600,58.62
Nepal,524,2000,3,66.3,129237,23.94111,17.99,680689,977405,-12.39
Netherlands,528,2000,9.8,50.8,146180,15.926188,9.37,1552220,755052,50.05
Curaçao,531,2000,,,,0.13214,0,0,58569,-443.23
Aruba,533,2000,33.1,55.1,0,0.090853,0,26897,11037,174.57
Sint Maarten,534,2000,,,,0.032564,0,0,20223,-621.02
Caribbean Netherlands,535,2000,25.7,55.7,0,0.014393,0,44592,4395,2792.82
New Caledonia,540,2000,22.9,45.8,0,0.217269,0,46612,4945,191.78
Vanuatu,548,2000,1.4,49.7,0,0.184972,0,1361,6423,-27.37
New Zealand,554,2000,17.6,51.4,4923,3.858999,0.72,645015,490020,40.16
Nicaragua,558,2000,0.6,49.2,332,5.069302,1.09,29063,502243,-93.34
Niger,562,2000,1.1,52.4,58,11.331557,0.05,112419,205246,-8.19
Nigeria,566,2000,0.4,44.6,7270,122.28385,1.49,437977,610200,-1.41
Niue,570,2000,26.2,46.2,0,0.001899,0,422,5754,-2807.79
Norway,578,2000,6.5,50.5,47693,4.499367,16.31,278008,164243,25.28
Northern Mariana Islands,580,2000,69.8,56.7,0,0.057453,0,38613,2772,623.83
Micronesia (Federated States of),583,2000,2.9,44.8,0,0.107402,0,1052,16915,-147.7
Marshall Islands,584,2000,3.7,38.4,0,0.050753,0,1684,6976,-104.27
Palau,585,2000,33,38.1,0,0.019105,0,5714,4000,89.71
Pakistan,586,2000,2.9,46.2,2001466,142.343578,48.49,4178579,3401303,5.46
Panama,591,2000,2.8,49.1,1313,3.030328,1.55,82912,137430,-17.99
Papua New Guinea,598,2000,0.4,39.7,7066,5.847586,30.21,25008,4556,3.5
Paraguay,600,2000,3.3,47.9,23,5.323201,0.01,172346,374876,-38.05
Peru,604,2000,0.3,50.5,694,26.459944,0.87,65331,699598,-23.97
Philippines,608,2000,0.4,49.1,196,77.991755,0.06,233520,3092284,-36.65
Poland,616,2000,2.1,59,1020,38.556693,0.13,785539,2048371,-32.75
Portugal,620,2000,6.3,50.8,433,10.297112,0.07,646280,1991861,-130.68
Guinea-Bissau,624,2000,1.7,50.3,7587,1.201301,37.15,18937,77666,-48.89
Timor-Leste,626,2000,1.2,51.9,,0.884366,,9327,148339,-157.19
Puerto Rico,630,2000,9.7,52.5,0,3.66896,0,344921,1600752,-342.29
Qatar,634,2000,60.7,23.8,35,0.592468,0.01,349667,14706,565.37
Réunion,638,2000,13.7,48.1,0,0.73671,0,88866,2362,117.42
Romania,642,2000,0.6,53,1685,22.137419,1.27,121644,1139475,-45.98
Russia,643,2000,8.1,49.7,26956,146.404903,0.23,11891623,10721414,7.99
Rwanda,646,2000,4.4,49.4,30118,7.933681,8.63,337752,318203,2.46
St. Helena,654,2000,1.8,43.5,0,0.006049,0,97,4043,-652.34
St. Kitts & Nevis,659,2000,13.3,47.7,0,0.044074,0,2784,31420,-649.73
Anguilla,660,2000,36.1,53,0,0.011252,0,2998,3094,-8.53
St. Lucia,662,2000,6.3,49.8,3,0.156729,0.03,6687,39618,-210.11
St. Pierre & Miquelon,666,2000,23.2,48.1,0,0.006294,0,1276,486,125.52
St. Vincent & Grenadines,670,2000,4,51.3,0,0.107784,0,4036,53670,-460.5
San Marino,674,2000,14.7,46.2,0,0.027462,0,3896,3496,14.57
São Tomé & Príncipe,678,2000,3.1,49.3,0,0.142262,0,4277,25156,-146.76
Saudi Arabia,682,2000,25.5,33.2,5480,20.663843,0.1,5086745,153703,238.73
Senegal,686,2000,2.4,47.6,22715,9.797734,9.66,198779,394614,-19.99
Serbia,688,2000,9.7,55.2,484403,9.487616,52.64,904760,1129412,-23.68
Seychelles,690,2000,8.1,41.6,0,0.080996,0,6095,19244,-162.34
Sierra Leone,694,2000,2.1,44.7,6546,4.584571,6.8,96977,509099,-89.89
Singapore,702,2000,33.6,55.5,0,4.028871,0,1218865,192989,254.63
Slovakia,703,2000,2.2,56,846,5.399211,0.71,116143,251584,-25.09
Vietnam,704,2000,0.1,42.2,15945,79.910412,19.95,53376,1885072,-22.92
Slovenia,705,2000,10.8,46.5,11643,1.987717,5.42,208031,118724,44.93
Somalia,706,2000,0.2,47.1,568,8.872254,3.2,555,1006139,-113.34
South Africa,710,2000,2.3,40.3,30201,44.967708,2.92,982728,501905,10.69
Zimbabwe,716,2000,3.5,43,4195,11.881477,1.01,361947,351996,0.84
Spain,724,2000,4.1,49.4,6987,40.824754,0.42,1646790,1290279,8.73
South Sudan,728,2000,,,,6.199394,0,0,342628,-55.27
Sudan,729,2000,2.4,49.7,418131,27.275015,63.88,770450,885664,-4.22
Western Sahara,732,2000,1,44.1,0,0.314118,0,3157,166064,-518.62
Suriname,740,2000,5.8,45.7,1,0.470949,0,16143,213526,-419.12
Swaziland,748,2000,3.4,47.4,690,1.005435,2.02,26733,34118,-7.35
Sweden,752,2000,11.3,52.2,168020,8.88164,16.74,916024,258000,74.09
Switzerland,756,2000,22,46.4,85122,7.143761,5.42,1468417,371471,153.55
Syria,760,2000,5.1,48.7,390811,16.410848,46.69,387734,707872,-19.51
Tajikistan,762,2000,4.8,56,15597,6.216341,5.23,299166,541185,-38.93
Thailand,764,2000,2,48.5,104965,62.952642,8.34,1257759,537198,11.45
Togo,768,2000,2.8,49.9,12223,4.924402,8.86,124484,267183,-28.98
Tokelau,772,2000,16.9,45,0,0.001554,0,238,2061,-1173.1
Tonga,776,2000,3.8,46.2,0,0.097973,0,1039,46714,-466.2
Trinidad & Tobago,780,2000,3.3,53.8,0,1.267153,0,37801,307802,-213.08
United Arab Emirates,784,2000,78.1,28.2,897,3.134062,0.04,2378173,111123,723.36
Tunisia,788,2000,0.4,49.1,448,9.70835,1.15,29857,486980,-47.09
Turkey,792,2000,2,51.9,3103,63.240194,0.25,1175736,2891893,-27.14
Turkmenistan,795,2000,4.9,53.1,14757,4.516133,6.67,216851,223704,-1.52
Turks & Caicos Islands,796,2000,44.7,48.3,0,0.020164,0,7746,759,346.51
Tuvalu,798,2000,2.3,44.5,0,0.009394,0,136,2611,-263.47
Uganda,800,2000,2.5,50.2,239095,23.650172,40.44,581763,517778,2.71
Ukraine,804,2000,11.3,57.1,3031,48.838065,0.05,5137559,5596883,-9.41
Macedonia,807,2000,6.2,58.3,9051,2.034819,7.17,124336,532531,-200.61
Egypt,818,2000,0.3,46.8,18019,68.831561,8.73,173927,1708513,-22.29
United Kingdom,826,2000,8,52.9,186248,58.923309,3.95,4679537,3809392,14.77
"",830,2000,43.3,53,0,0.148443,0,,,
Isle of Man,833,2000,50.7,52,0,0.076941,0,37129,7377,386.69
Tanzania,834,2000,2.8,49.3,702282,33.49918,74.87,941813,215469,21.68
United States,840,2000,12.4,50.3,894552,281.710909,2.56,33157941,1991803,110.63
U.S. Virgin Islands,850,2000,52.1,52.8,0,0.108722,0,53509,3979,455.57
Burkina Faso,854,2000,4.5,51.8,1010,11.607942,0.19,485979,1279415,-68.35
Uruguay,858,2000,2.7,53.8,82,3.319736,0.09,81477,235641,-46.44
Uzbekistan,860,2000,5.7,56.9,39598,24.769955,2.8,1325101,1575969,-10.13
Venezuela,862,2000,4.2,49.8,207,24.192446,0.02,1013512,319240,28.7
Wallis & Futuna,876,2000,13.7,49.5,0,0.014694,0,1972,7402,-369.54
Samoa,882,2000,3.4,48.3,0,0.174454,0,5682,94541,-509.35
Yemen,887,2000,0.8,44.5,61956,17.409072,44.49,114137,529396,-23.85
Zambia,894,2000,3.3,49.1,251199,10.415944,73.08,337977,160206,17.07
Afghanistan,4,2005,0.3,43.6,32,25.654277,0.04,67045,3898656,-149.36
